Produce_Type,Temperature_C,Humidity_Percent,Days_Since_Harvest,Remaining_Shelf_Life_Days
Capsicum,7,73,2,16
Tomato,24,52,12,1
Cabbage,7,87,15,7
Tomato,23,61,10,1
Potato,18,54,18,37
Capsicum,19,85,5,7
Tomato,15,52,19,1
Cucumber,16,95,20,1
Carrot,10,93,12,28
Onion,21,59,4,21
Onion,20,63,16,15
Tomato,20,71,5,4
Carrot,1,91,1,32
Tomato,28,51,15,1
Potato,10,45,13,27
Capsicum,11,78,13,5
Spinach,0,99,7,5
Tomato,21,56,14,1
Cauliflower,1,93,18,1
Brinjal,22,69,19,1
Carrot,3,91,1,59
Capsicum,12,82,11,1
Brinjal,20,60,15,1
Onion,24,65,10,16
Cauliflower,4,94,11,19
Cabbage,4,87,13,15
Capsicum,20,74,12,2
Cucumber,17,91,7,1
Cucumber,12,90,11,4
Cucumber,13,91,20,1
Spinach,1,99,16,1
Potato,18,65,10,42
Spinach,3,98,10,1
Brinjal,20,73,14,1
Spinach,0,98,2,9
Cauliflower,1,88,16,3
Tomato,20,65,20,1
Carrot,5,85,16,34
Cabbage,7,95,15,9
Cucumber,19,82,7,3
Onion,27,53,3,31
Tomato,15,69,2,5
Cucumber,12,89,2,8
Carrot,1,91,1,40
Cucumber,12,90,9,1
Cauliflower,2,87,2,23
Brinjal,23,79,7,1
Tomato,28,58,10,1
Onion,30,46,18,10
Spinach,1,93,2,5
Cucumber,17,90,19,1
Cauliflower,10,90,16,14
Tomato,28,73,8,1
Capsicum,12,78,13,3
Brinjal,20,63,15,1
Carrot,9,95,20,17
Potato,19,62,18,28
Carrot,5,92,20,22
Brinjal,20,79,18,1
Capsicum,14,72,7,11
Capsicum,13,68,10,1
Spinach,1,90,5,2
Onion,26,61,1,29
Tomato,29,56,4,2
Spinach,1,91,18,1
Potato,12,65,12,47
Carrot,7,88,15,6
Tomato,22,54,5,1
Potato,16,53,12,42
Spinach,0,96,9,3
Carrot,4,89,19,20
Brinjal,12,76,5,8
Capsicum,18,67,5,11
Spinach,1,98,11,4
Cabbage,2,93,20,29
Potato,20,59,20,28
Spinach,5,99,11,1
Cauliflower,10,92,12,9
Capsicum,7,68,2,9
Carrot,1,92,1,53
Potato,15,43,5,30
Spinach,4,95,9,6
Cauliflower,6,93,8,2
Cauliflower,7,94,18,4
Cabbage,2,95,11,8
Cabbage,5,92,3,36
Cabbage,7,85,11,17
Brinjal,25,68,12,2
Cabbage,6,89,19,5
Potato,16,54,7,23
Cauliflower,9,87,6,24
Cabbage,3,87,18,1
Onion,17,41,7,17
Onion,28,60,19,13
Tomato,28,50,5,1
Cabbage,9,92,14,22
Cabbage,4,85,2,19
Tomato,25,79,2,2
Carrot,7,88,6,41
Tomato,17,78,16,1
Carrot,5,88,18,14
Carrot,6,95,4,48
Onion,23,56,15,1
Potato,18,49,3,12
Spinach,4,91,19,1
Tomato,23,77,13,1
Spinach,0,91,15,1
Capsicum,11,81,5,5
Potato,14,48,2,46
Carrot,9,85,15,17
Tomato,30,61,13,1
Tomato,22,60,17,1
Tomato,26,55,19,1
Cucumber,12,81,2,9
Capsicum,15,78,11,1
Onion,15,63,7,6
Brinjal,24,62,6,6
Carrot,10,89,5,15
Cabbage,1,93,4,38
Carrot,10,88,16,24
Tomato,28,52,15,1
Cabbage,1,92,8,12
Tomato,29,67,19,1
Cabbage,4,93,1,41
Cucumber,19,80,12,3
Carrot,6,90,7,49
Potato,20,57,15,1
Spinach,5,92,17,1
Brinjal,20,60,15,1
Onion,19,45,9,22
Spinach,0,98,6,5
Spinach,2,100,5,8
Cabbage,2,87,14,29
Brinjal,19,80,1,14
Cabbage,9,91,16,6
Carrot,9,86,3,42
Brinjal,10,61,8,5
Onion,19,48,20,13
Onion,29,44,4,17
Cucumber,18,95,13,1
Cauliflower,6,87,5,11
Potato,14,64,18,13
Cauliflower,10,92,7,13
Capsicum,7,72,16,2
Carrot,0,85,9,29
Tomato,27,75,8,2
Cucumber,19,84,13,1
Carrot,4,91,12,42
Cucumber,14,89,18,1
Cucumber,20,89,12,1
Potato,17,52,5,24
Potato,18,64,14,5
Onion,20,41,9,1
Cauliflower,3,92,8,7
Cauliflower,2,92,11,3
Brinjal,17,74,20,1
Capsicum,16,76,13,7
Onion,19,65,17,1
Cauliflower,10,92,3,11
Onion,19,41,18,9
Spinach,1,94,6,6
Potato,17,64,17,23
Cucumber,20,87,9,1
Carrot,0,95,20,11
Capsicum,12,72,19,1
Tomato,25,78,2,6
Onion,28,57,14,1
Spinach,4,91,12,1
Cabbage,9,90,6,16
Cauliflower,1,86,14,2
Carrot,9,95,16,16
Potato,19,57,17,20
Carrot,0,86,5,31
Spinach,5,94,14,1
Cauliflower,6,89,17,1
Capsicum,16,76,4,13
Cauliflower,10,90,19,3
Spinach,5,91,4,5
Cucumber,16,94,19,1
Tomato,28,64,9,1
Spinach,3,92,2,3
Brinjal,23,69,16,1
Onion,17,40,18,10
Cabbage,0,95,3,16
Cauliflower,6,93,13,1
Onion,24,49,4,20
Brinjal,22,78,1,8
Spinach,5,95,7,3
Cauliflower,2,85,8,7
Cauliflower,5,87,16,1
Tomato,23,77,5,2
Potato,14,67,5,19
Onion,23,67,5,25
Cabbage,9,89,8,12
Spinach,3,100,1,14
Potato,14,65,19,14
Onion,17,59,13,21
Onion,23,55,2,10
Onion,27,52,6,24
Spinach,4,100,15,1
Cabbage,9,90,5,13
Potato,17,69,2,47
Onion,29,40,1,19
Cauliflower,8,93,13,3
Cabbage,8,92,17,27
Onion,23,44,4,15
Capsicum,11,74,16,1
Brinjal,21,60,1,6
Brinjal,12,78,12,1
Capsicum,19,67,16,1
Spinach,5,99,3,12
Onion,21,64,1,34
Onion,22,66,9,4
Capsicum,18,80,6,2
Carrot,2,87,16,42
Cauliflower,5,95,1,11
Carrot,10,92,4,41
Capsicum,18,72,11,1
Onion,17,68,20,1
Capsicum,12,81,11,1
Capsicum,9,80,7,8
Cabbage,8,93,9,22
Carrot,10,93,8,28
Cabbage,10,86,20,1
Onion,22,52,15,1
Cucumber,18,90,17,1
Cabbage,10,86,15,9
Brinjal,25,66,6,1
Cauliflower,7,86,18,1
Tomato,20,65,2,6
Tomato,26,76,16,1
Cabbage,5,91,10,33
Onion,27,62,5,11
Tomato,28,62,9,1
Tomato,16,71,19,1
Spinach,5,97,11,1
Brinjal,15,68,13,1
Cabbage,10,92,13,9
Cucumber,14,89,4,10
Cucumber,17,91,2,7
Carrot,10,85,4,55
Potato,13,53,5,29
Cucumber,19,86,20,1
Onion,17,64,2,15
Onion,30,68,2,38
Cucumber,18,88,5,2
Potato,19,53,19,8
Cauliflower,4,90,17,1
Tomato,24,55,13,1
Capsicum,15,80,16,1
Tomato,22,56,10,1
Brinjal,17,62,14,1
Cauliflower,7,91,7,19
Cucumber,15,93,3,2
Capsicum,17,66,11,8
Cucumber,15,86,16,1
Onion,22,56,16,24
Carrot,8,90,8,19
Capsicum,9,82,16,1
Cabbage,1,93,2,29
Cauliflower,8,85,2,18
Cucumber,14,95,14,1
Carrot,5,90,11,31
Onion,25,49,5,26
Onion,16,50,8,16
Cauliflower,2,87,4,20
Tomato,28,51,7,2
Cabbage,7,85,17,26
Cauliflower,2,88,3,26
Capsicum,7,69,6,5
Cucumber,13,85,2,9
Cabbage,6,95,19,1
Onion,22,64,13,22
Brinjal,18,72,6,8
Carrot,9,87,10,40
Onion,27,66,4,34
Cucumber,17,85,16,1
Cabbage,8,90,17,3
Onion,19,57,7,21
Spinach,3,92,5,2
Capsicum,17,81,6,2
Capsicum,19,70,16,3
Spinach,1,98,13,2
Cucumber,12,86,12,2
Cabbage,4,92,9,26
Tomato,19,55,4,2
Carrot,1,89,1,55
Capsicum,17,74,2,5
Brinjal,14,76,9,1
Cucumber,13,93,1,10
Carrot,9,87,16,21
Onion,19,60,20,1
Cauliflower,0,93,7,10
Brinjal,24,70,14,1
Capsicum,15,74,2,14
Cauliflower,10,93,3,17
Potato,16,64,9,33
Tomato,25,58,13,1
Spinach,4,90,12,1
Cabbage,8,87,5,20
Onion,22,56,18,13
Capsicum,20,80,19,1
Cucumber,17,95,6,5
Cucumber,18,85,19,1
Cucumber,10,91,14,1
Brinjal,16,76,12,1
Spinach,2,92,16,1
Cucumber,17,87,9,1
Potato,12,68,20,26
Carrot,2,87,1,46
Cauliflower,1,93,6,14
Potato,10,54,6,49
Spinach,4,92,9,2
Cabbage,6,95,4,43
Onion,25,61,20,12
Carrot,3,92,18,9
Cucumber,10,89,7,1
Capsicum,16,67,9,1
Cucumber,13,95,6,6
Potato,12,49,13,16
Capsicum,18,78,2,18
Spinach,3,92,16,1
Spinach,5,96,2,4
Brinjal,12,73,8,5
Cabbage,10,88,16,9
Brinjal,13,63,6,2
Cucumber,19,94,7,8
Cucumber,17,94,17,1
Cauliflower,1,90,13,13
Capsicum,9,68,1,9
Spinach,5,99,3,7
Cauliflower,0,86,10,5
Cauliflower,5,91,17,4
Spinach,5,97,16,1
Capsicum,19,74,8,3
Tomato,25,51,5,1
Spinach,5,95,20,1
Cabbage,1,92,16,14
Potato,13,70,11,25
Onion,23,52,6,29
Brinjal,15,74,16,1
Cucumber,12,91,10,1
Onion,22,66,13,10
Tomato,23,78,20,1
Capsicum,18,81,17,1
Onion,18,62,19,1
Tomato,23,60,1,3
Onion,21,58,16,17
Cauliflower,8,91,11,13
Cucumber,14,87,3,3
Capsicum,18,74,19,1
Spinach,1,100,13,1
Cucumber,14,90,11,4
Cauliflower,9,91,4,17
Cucumber,15,82,1,14
Carrot,8,91,13,37
Tomato,30,71,2,8
Onion,18,41,18,17
Capsicum,9,71,20,1
Carrot,1,92,4,32
Spinach,2,95,18,1
Cabbage,3,95,3,45
Onion,21,47,15,16
Capsicum,20,72,10,6
Capsicum,10,66,20,1
Brinjal,22,62,14,1
Cabbage,7,88,11,13
Cucumber,11,89,9,6
Spinach,5,95,20,1
Capsicum,18,74,2,15
Cauliflower,7,85,4,20
Potato,20,67,4,45
Spinach,2,98,2,5
Brinjal,25,72,18,1
Cauliflower,7,88,19,1
Onion,28,47,6,17
Tomato,16,52,1,3
Onion,16,60,12,20
Cabbage,9,86,13,8
Carrot,7,91,18,39
Cauliflower,5,92,1,14
Spinach,5,91,12,1
Spinach,1,97,17,1
Cauliflower,7,86,17,1
Cucumber,17,85,18,1
Onion,27,70,7,12
Onion,29,67,13,19
Brinjal,14,79,14,1
Capsicum,16,69,18,1
Tomato,29,66,9,1
Onion,25,60,12,2
Cauliflower,8,90,14,2
Potato,17,57,5,46
Tomato,16,63,8,1
Tomato,30,64,11,1
Cabbage,8,88,10,6
Spinach,5,94,12,1
Tomato,24,53,9,1
Potato,12,66,5,26
Carrot,10,94,18,19
Spinach,1,94,2,10
Carrot,3,93,8,36
Brinjal,17,63,12,1
Brinjal,22,75,16,1
Cabbage,4,90,19,16
Brinjal,21,75,12,1
Tomato,19,64,7,1
Spinach,3,93,10,1
Cabbage,8,93,12,27
Carrot,3,95,12,42
Capsicum,19,78,2,10
Cabbage,10,87,12,3
Cucumber,19,93,11,2
Onion,30,70,14,21
Tomato,25,71,13,1
Carrot,0,87,6,24
Cabbage,7,93,18,2
Cauliflower,7,86,3,17
Potato,20,58,13,29
Carrot,0,93,3,37
Tomato,19,53,15,1
Brinjal,20,75,15,1
Cauliflower,4,86,5,12
Tomato,15,65,5,1
Tomato,24,65,3,6
Potato,17,65,14,38
Onion,25,56,16,8
Tomato,24,78,1,5
Brinjal,21,72,5,6
Onion,16,68,12,15
Carrot,6,92,19,16
Cauliflower,7,91,10,14
Onion,16,70,7,14
Tomato,30,61,11,1
Cabbage,9,85,5,42
Cauliflower,6,94,13,1
Cabbage,9,85,12,6
Cabbage,6,87,4,27
Tomato,20,71,1,9
Capsicum,20,83,6,8
Tomato,27,66,4,1
Capsicum,12,78,2,9
Capsicum,19,72,8,1
Potato,17,43,15,5
Carrot,2,89,7,21
Brinjal,18,66,5,10
Capsicum,7,73,18,1
Brinjal,17,74,6,8
Cauliflower,4,92,17,1
Cucumber,15,86,20,1
Brinjal,19,64,5,9
Brinjal,18,76,13,1
Tomato,16,60,12,1
Cabbage,3,85,17,9
Capsicum,8,81,19,1
Spinach,1,95,12,1
Brinjal,24,80,3,4
Spinach,0,92,3,9
Cucumber,16,81,13,1
Cabbage,7,92,17,21
Carrot,8,93,10,38
Onion,24,68,18,4
Brinjal,12,79,9,4
Spinach,3,97,11,1
Tomato,22,50,13,1
Cauliflower,8,86,2,19
Brinjal,14,70,3,10
Cauliflower,5,94,15,1
Brinjal,10,67,11,1
Cabbage,3,90,4,24
Spinach,2,90,20,1
Brinjal,17,64,11,3
Cabbage,5,88,16,32
Carrot,10,87,4,18
Carrot,8,91,8,15
Capsicum,19,78,9,1
Cucumber,14,92,2,5
Cucumber,19,83,15,1
Carrot,7,87,1,27
Tomato,29,76,19,1
Onion,30,56,20,1
Brinjal,22,65,18,1
Cauliflower,1,95,6,24
Spinach,4,92,8,1
Capsicum,18,79,17,1
Carrot,8,88,8,24
Brinjal,19,67,11,1
Potato,14,40,20,1
Cauliflower,10,88,7,4
Onion,22,41,5,23
Spinach,1,94,6,9
Spinach,4,93,2,10
Cabbage,7,91,18,16
Spinach,5,98,7,1
Brinjal,20,79,3,5
Cabbage,0,88,10,20
Tomato,30,56,6,1
Cucumber,19,91,14,1
Cucumber,12,85,1,10
Spinach,2,93,17,1
Tomato,21,55,16,1
Cauliflower,2,88,4,14
Tomato,30,76,10,1
Cabbage,3,86,16,7
Cabbage,10,93,15,19
Cucumber,11,90,15,1
Onion,24,42,15,1
Carrot,3,92,12,41
Cabbage,4,87,12,29
Onion,26,43,4,15
Carrot,1,87,8,38
Spinach,5,94,4,8
Potato,12,49,1,40
Cauliflower,6,89,9,15
Onion,30,40,8,4
Onion,22,40,14,17
Cauliflower,3,85,9,17
Onion,28,52,18,5
Spinach,4,93,8,6
Potato,14,64,13,45
Spinach,4,96,3,11
Spinach,0,95,12,1
Carrot,4,89,14,38
Cabbage,9,87,12,37
Cucumber,12,93,14,1
Carrot,9,93,16,34
Cabbage,0,94,15,14
Carrot,3,86,18,2
Capsicum,16,72,3,6
Spinach,0,94,9,1
Potato,17,54,9,36
Capsicum,19,78,2,18
Capsicum,19,83,10,1
Tomato,30,55,1,8
Cucumber,16,80,19,1
Onion,17,69,19,19
Potato,13,62,9,24
Capsicum,20,69,19,1
Carrot,7,94,20,5
Cucumber,17,88,14,1
Capsicum,7,67,8,1
Carrot,10,91,11,44
Onion,23,47,1,30
Cabbage,10,87,1,33
Potato,19,63,13,43
Cabbage,5,92,9,32
Cabbage,0,86,14,28
Potato,10,57,16,37
Carrot,8,86,5,55
Cabbage,0,95,2,33
Brinjal,23,62,1,14
Potato,13,68,5,52
Carrot,4,86,20,8
Tomato,18,68,15,1
Spinach,2,95,15,1
Cauliflower,8,87,11,18
Cabbage,5,91,9,39
Carrot,2,85,5,55
Onion,27,54,19,1
Cabbage,7,88,16,26
Cucumber,13,89,1,12
Potato,11,68,4,24
Capsicum,8,83,16,1
Carrot,2,90,20,14
Brinjal,13,76,7,4
Onion,18,53,6,6
Capsicum,16,72,3,13
Cabbage,3,94,5,41
Cauliflower,9,91,12,4
Cucumber,12,86,20,1
Cauliflower,2,91,17,1
Spinach,4,100,1,14
Carrot,1,90,4,27
Carrot,9,92,10,34
Carrot,9,86,14,27
Capsicum,16,73,7,1
Potato,11,66,11,16
Capsicum,19,85,3,11
Capsicum,14,69,2,6
Brinjal,20,66,16,1
Capsicum,15,81,8,1
Tomato,19,77,20,1
Onion,17,54,4,7
Spinach,0,99,14,1
Tomato,23,56,9,1
Tomato,21,57,4,1
Cabbage,0,90,18,7
Potato,12,43,14,27
Capsicum,10,65,1,10
Capsicum,13,65,18,1
Cabbage,5,88,7,39
Brinjal,25,80,13,1
Cucumber,17,82,9,1
Brinjal,21,78,10,1
Spinach,0,99,11,1
Spinach,0,93,14,1
Cauliflower,1,95,9,17
Carrot,3,85,6,47
Spinach,0,97,15,1
Cauliflower,3,85,12,8
Spinach,2,91,20,1
Potato,10,63,13,40
Brinjal,16,65,12,3
Brinjal,19,76,14,1
Cucumber,15,95,15,1
Capsicum,15,78,11,8
Spinach,5,90,7,7
Carrot,9,88,3,46
Carrot,1,87,6,33
Potato,17,51,4,27
Brinjal,13,61,20,1
Cucumber,13,89,17,1
Tomato,29,52,10,1
Cauliflower,1,93,14,6
Cucumber,15,86,14,1
Brinjal,15,71,11,2
Cauliflower,9,86,14,16
Potato,17,47,10,45
Carrot,8,86,1,51
Potato,13,55,3,37
Cucumber,15,82,17,1
Brinjal,21,65,11,1
Spinach,2,95,1,4
Onion,28,55,17,2
Tomato,16,59,13,1
Carrot,9,85,8,37
Potato,16,55,8,21
Carrot,1,95,8,40
Capsicum,16,66,7,7
Carrot,2,87,6,14
Capsicum,19,78,9,7
Carrot,1,90,10,22
Brinjal,12,74,1,10
Cabbage,3,86,18,17
Brinjal,14,63,19,1
Tomato,19,80,13,1
Carrot,2,85,3,34
Capsicum,10,79,10,2
Cabbage,5,88,11,30
Cabbage,8,93,14,29
Carrot,6,87,16,18
Brinjal,17,69,13,1
Cabbage,1,89,12,10
Onion,28,65,4,29
Spinach,2,91,11,1
Capsicum,12,81,4,14
Cauliflower,8,85,1,27
Spinach,1,96,11,1
Capsicum,14,77,16,1
Carrot,9,93,19,22
Brinjal,11,60,1,11
Spinach,3,100,11,1
Spinach,5,91,10,1
Brinjal,21,75,8,1
Cucumber,16,83,11,1
Cauliflower,5,95,1,27
Cauliflower,9,89,17,1
Onion,29,40,14,15
Brinjal,20,73,19,1
Brinjal,21,74,8,4
Onion,22,46,14,4
Capsicum,11,74,19,1
Tomato,28,73,18,1
Capsicum,17,71,10,5
Brinjal,13,67,17,1
Brinjal,22,67,1,10
Spinach,1,97,9,6
Tomato,15,79,5,1
Cucumber,17,85,14,1
Brinjal,11,66,20,1
Capsicum,9,80,10,10
Cauliflower,0,94,9,12
Brinjal,22,75,11,1
Carrot,8,91,18,10
Spinach,4,94,12,3
Cucumber,10,88,6,1
Cucumber,10,91,13,1
Spinach,0,97,11,4
Onion,30,52,19,9
Onion,20,62,4,34
Capsicum,8,85,13,4
Potato,13,64,11,13
Tomato,19,58,14,1
Onion,28,58,18,3
Cabbage,10,87,13,10
Potato,12,47,17,16
Tomato,26,62,7,1
Cucumber,13,88,6,1
Brinjal,16,71,7,6
Cauliflower,6,85,11,17
Potato,18,59,15,39
Cucumber,14,82,16,1
Cucumber,15,84,15,1
Potato,12,41,17,16
Carrot,2,85,8,38
Capsicum,12,79,10,3
Cabbage,9,92,19,2
Spinach,4,92,20,1
Tomato,18,51,1,6
Cucumber,20,82,8,1
Capsicum,7,67,16,1
Potato,18,55,9,38
Cucumber,10,81,14,1
Cucumber,17,82,18,1
Spinach,3,92,20,1
Tomato,16,54,18,1
Onion,24,56,9,29
Carrot,6,95,11,18
Spinach,4,90,6,5
Potato,14,57,4,20
Cabbage,7,85,2,41
Spinach,5,95,6,6
Cucumber,15,86,6,1
Brinjal,12,70,16,1
Carrot,9,92,10,45
Potato,18,70,13,35
Cabbage,4,93,15,6
Brinjal,15,77,8,2
Spinach,2,98,9,2
Tomato,30,72,20,1
Cauliflower,10,87,3,12
Cabbage,6,93,17,33
Potato,16,47,18,13
Cucumber,18,88,4,4
Cabbage,1,91,15,30
Capsicum,20,83,2,6
Brinjal,13,76,4,10
Capsicum,16,80,19,1
Spinach,4,93,16,1
Cauliflower,6,88,7,20
Cucumber,11,93,13,1
Spinach,0,91,6,1
Onion,29,69,15,17
Cauliflower,6,91,6,22
Brinjal,25,60,20,1
Capsicum,7,73,20,1
Tomato,29,68,8,1
Cucumber,15,81,5,1
Spinach,2,99,12,1
Capsicum,13,69,16,1
Cabbage,9,87,4,34
Cabbage,5,87,1,47
Onion,19,45,4,35
Cauliflower,0,94,9,6
Cucumber,11,86,12,1
Capsicum,9,77,8,3
Tomato,24,55,3,1
Brinjal,15,74,11,1
Cauliflower,5,95,1,15
Cabbage,10,92,5,42
Carrot,3,87,11,15
Capsicum,13,65,5,13
Tomato,23,78,20,1
Tomato,16,77,15,1
Spinach,0,99,18,1
Cabbage,1,88,9,17
Carrot,9,95,2,56
Carrot,3,89,13,25
Cauliflower,7,88,3,18
Cabbage,10,94,17,24
Brinjal,21,71,1,4
Carrot,1,88,6,37
Cauliflower,3,85,17,5
Potato,13,53,11,42
Onion,16,57,15,10
Carrot,5,94,19,14
Carrot,10,89,10,50
Carrot,9,94,7,18
Potato,19,53,1,23
Cabbage,10,93,6,29
Cucumber,14,84,16,1
Spinach,1,94,19,1
Spinach,2,100,7,1
Potato,14,49,11,25
Potato,18,54,13,35
Tomato,20,80,15,1
Cauliflower,1,87,10,18
Spinach,3,95,10,1
Spinach,1,99,8,1
Cauliflower,7,86,5,12
Brinjal,13,73,11,4
Carrot,1,89,8,33
Carrot,2,93,12,19
Cauliflower,7,95,3,8
Tomato,19,59,10,1
Potato,10,61,9,30
Cabbage,1,91,14,11
Cauliflower,6,90,16,1
Brinjal,18,64,6,2
Carrot,2,93,1,34
Capsicum,17,71,10,7
Cauliflower,7,86,4,26
Potato,19,42,9,9
Capsicum,10,67,20,1
Cauliflower,1,86,1,27
Cauliflower,3,87,1,12
Carrot,9,86,15,20
Potato,19,56,6,43
Potato,10,42,1,57
Carrot,10,88,2,19
Capsicum,9,66,3,12
Cabbage,9,85,19,8
Brinjal,23,64,6,5
Carrot,9,86,2,28
Cabbage,4,90,1,30
Spinach,5,91,15,1
Cucumber,17,86,9,4
Onion,30,69,17,18
Spinach,5,94,17,1
Spinach,3,92,2,12
Spinach,4,99,8,1
Capsicum,20,80,13,1
Potato,18,52,8,18
Potato,20,44,9,51
Tomato,23,80,7,1
Capsicum,16,78,4,14
Cauliflower,3,88,13,14
Tomato,26,56,13,1
Brinjal,13,75,12,1
Potato,16,53,12,19
Carrot,9,85,8,42
Brinjal,11,75,15,1
Potato,14,55,6,9
Tomato,24,52,4,4
Brinjal,25,65,19,1
Onion,21,48,2,31
Cucumber,10,93,17,1
Brinjal,24,80,9,3
Capsicum,10,72,5,13
Cucumber,20,93,7,1
Cucumber,18,90,17,1
Cucumber,16,86,6,3
Tomato,26,69,6,2
Potato,13,44,14,45
Potato,10,42,11,18
Carrot,9,95,6,42
Cabbage,1,86,8,32
Cabbage,2,87,8,25
Cabbage,4,87,6,29
Brinjal,17,64,14,1
Brinjal,20,71,10,5
Cauliflower,2,85,1,21
Potato,11,50,19,18
Carrot,2,88,20,35
Carrot,4,91,3,42
Cucumber,10,93,20,1
Spinach,2,96,3,12
Brinjal,17,71,6,1
Cauliflower,4,93,20,3
Onion,16,50,12,12
Carrot,5,94,12,20
Capsicum,16,65,3,14
Cucumber,11,86,13,1
Spinach,4,95,2,13
Tomato,27,61,12,1
Carrot,9,88,15,38
Brinjal,23,61,18,1
Brinjal,19,61,6,2
Potato,18,60,17,17
Capsicum,14,66,10,1
Potato,15,51,14,1
Onion,30,57,1,37
Cauliflower,1,89,15,15
Brinjal,17,76,5,4
Carrot,4,94,2,30
Spinach,1,91,15,1
Cauliflower,9,91,4,11
Spinach,5,91,4,7
Brinjal,24,61,17,1
Cauliflower,0,93,4,19
Cabbage,2,86,13,27
Spinach,5,99,7,1
Cauliflower,0,85,6,11
Spinach,5,98,20,1
Brinjal,23,65,8,1
Cucumber,19,93,5,2
Carrot,10,88,19,29
Tomato,22,62,18,1
Brinjal,23,66,19,1
Brinjal,15,62,12,1
Tomato,23,80,16,1
Potato,10,44,9,38
Tomato,18,77,6,1
Onion,27,56,7,28
Onion,25,60,3,7
Brinjal,23,73,20,1
Spinach,2,99,16,1
Potato,18,61,20,14
Carrot,2,92,2,24
Spinach,4,94,18,1
Capsicum,11,83,11,1
Tomato,20,71,15,1
Onion,23,48,20,20
Onion,21,53,15,18
Brinjal,21,79,20,1
Onion,30,70,7,29
Cucumber,13,84,4,10
Cabbage,2,93,3,26
Onion,21,50,19,1
Carrot,7,93,19,4
Cauliflower,6,95,12,8
Spinach,4,99,4,5
Potato,20,65,20,33
Cauliflower,5,92,2,23
Cabbage,6,86,16,9
Cabbage,6,93,16,14
Tomato,15,75,2,8
Cabbage,8,91,5,22
Capsicum,7,71,7,3
Onion,17,59,1,14
Onion,29,60,2,14
Capsicum,13,78,8,11
Capsicum,8,65,3,9
Potato,16,50,12,30
Tomato,15,64,13,1
Potato,10,54,11,35
Cauliflower,5,95,15,1
Cauliflower,6,90,14,13
Cabbage,5,86,14,12
Spinach,5,90,14,1
Cauliflower,8,93,7,5
Cucumber,13,93,17,1
Spinach,1,98,5,8
Spinach,0,100,6,6
Cauliflower,6,87,5,12
Cauliflower,0,85,3,8
Capsicum,8,74,8,8
Capsicum,15,67,13,3
Tomato,20,51,6,1
Onion,20,62,20,1
Cabbage,4,89,5,23
Carrot,6,85,13,37
Capsicum,13,71,20,1
Carrot,1,93,16,6
Cucumber,18,85,8,3
Cauliflower,3,85,3,24
Onion,23,66,13,1
Spinach,5,96,3,11
Spinach,3,94,4,3
Capsicum,20,68,7,12
Onion,19,65,17,9
Cucumber,20,89,4,10
Spinach,1,96,12,1
Onion,16,52,2,27
Cabbage,5,93,11,27
Cucumber,14,86,15,1
Carrot,3,91,6,21
Capsicum,11,75,2,10
Brinjal,20,61,4,6
Capsicum,10,76,2,12
Carrot,4,85,7,26
Potato,16,70,8,29
Tomato,27,54,11,1
Cauliflower,5,86,13,9
Onion,18,68,6,10
Tomato,21,74,6,1
Capsicum,8,72,2,7
Spinach,4,93,10,1
Tomato,18,75,18,1
Brinjal,19,66,17,1
Capsicum,18,79,15,3
Onion,19,68,7,10
Cucumber,16,83,1,5
Spinach,5,92,8,5
Brinjal,16,77,6,8
Cabbage,8,87,12,6
Spinach,1,97,16,1
Brinjal,22,64,15,1
Spinach,3,98,12,1
Brinjal,23,78,9,1
Cauliflower,7,95,8,22
Cauliflower,6,93,17,3
Potato,20,59,11,47
Potato,20,41,11,20
Carrot,1,88,5,54
Cabbage,6,87,9,9
Cucumber,16,94,1,11
Capsicum,8,79,8,3
Cauliflower,0,89,7,20
Onion,21,48,14,19
Onion,30,57,8,9
Cabbage,9,87,10,13
Capsicum,19,77,16,3
Onion,22,63,14,1
Spinach,2,99,12,2
Cauliflower,9,95,13,17
Potato,14,62,3,30
Cauliflower,6,87,8,8
Brinjal,11,71,17,1
Cabbage,5,91,3,34
Onion,27,41,15,1
Potato,20,45,12,20
Cucumber,11,84,8,1
Cauliflower,8,89,3,19
Spinach,0,97,13,1
Tomato,15,78,4,1
Brinjal,11,67,7,7
Cabbage,10,87,20,19
Cucumber,11,83,16,1
Spinach,1,91,6,8
Spinach,4,96,6,1
Cucumber,13,85,11,1
Onion,27,56,15,14
Onion,16,45,5,17
Tomato,19,50,9,1
Capsicum,7,79,9,3
Capsicum,12,69,16,1
Carrot,7,90,7,17
Cucumber,15,91,15,1
Capsicum,7,65,16,1
Capsicum,16,78,11,1
Brinjal,17,69,19,1
Cauliflower,5,90,5,24
Potato,16,65,10,18
Onion,26,66,10,14
Cucumber,15,90,2,11
Cauliflower,10,95,14,11
Cucumber,20,81,14,1
Cabbage,10,94,7,35
Cabbage,2,88,15,24
Potato,18,62,14,45
Cabbage,2,93,8,14
Cabbage,5,88,7,16
Cauliflower,2,94,18,12
Cucumber,14,90,3,8
Brinjal,20,60,19,1
Onion,21,49,19,21
Cabbage,2,88,9,34
Onion,30,63,20,1
Tomato,17,55,6,1
Capsicum,16,78,13,1
Cauliflower,1,92,13,1
Carrot,4,87,14,12
Spinach,2,95,17,1
Potato,15,45,14,22
Onion,26,55,13,17
Onion,25,44,8,29
Cauliflower,5,88,17,9
Carrot,2,94,10,40
